time,host_id,belief_compromised,belief_entropy,true_state,true_compromised,belief_error
83,host_043,0.37837383099999966,0.9568854087520218,compromised,1,0.6216261690000003
83,host_044,0.959,0.24685851466035832,compromised,1,0.041000000000000036
83,host_045,0.790584086477315,0.7403647956596477,compromised,1,0.20941591352268496
83,host_046,0.8101043632993754,0.7012530888930258,compromised,1,0.1898956367006246
83,host_047,0.9189999999999999,0.40569298829381,compromised,1,0.08100000000000007
83,host_048,0.7189999999999998,0.8568098051241521,compromised,1,0.28100000000000025
83,host_049,0.7989999999999998,0.7239235920856693,compromised,1,0.20100000000000018
84,host_000,0.666273539930349,0.9186884592146085,compromised,1,0.333726460069651
84,host_001,0.9005148999999999,0.46736127101006475,compromised,1,0.0994851000000001
84,host_002,0.7507099999999998,0.8101508604907807,compromised,1,0.24929000000000023
84,host_003,0.7989999999999998,0.7239235920856693,compromised,1,0.20100000000000018
84,host_004,0.999,0.011407757737461145,compromised,1,0.0010000000000000009
84,host_005,0.6196275395786512,0.9583046547074461,compromised,1,0.38037246042134876
84,host_006,0.7511099999999998,0.809514071275445,compromised,1,0.24889000000000017
84,host_007,0.001,0.011407757737461138,compromised,1,0.999
84,host_008,0.5123099999999996,0.9995627150574758,compromised,1,0.4876900000000004
84,host_009,0.001,0.011407757737461138,benign,0,0.001
84,host_010,0.7437028999999997,0.8211070790648212,compromised,1,0.2562971000000003
84,host_011,0.8789999999999999,0.5322285197808092,compromised,1,0.12100000000000011
84,host_012,0.7519099999999997,0.8082367872258402,compromised,1,0.24809000000000025
84,host_013,0.9189999999999999,0.40569298829381,compromised,1,0.08100000000000007
84,host_014,0.959,0.24685851466035832,compromised,1,0.041000000000000036
84,host_015,0.8303099999999999,0.6569951384702117,compromised,1,0.16969000000000012
84,host_016,0.9189999999999999,0.40569298829381,compromised,1,0.08100000000000007
84,host_017,0.9189999999999999,0.40569298829381,compromised,1,0.08100000000000007
84,host_018,0.8789999999999999,0.5322285197808092,compromised,1,0.12100000000000011
84,host_019,0.82417412621218,0.6708599434595268,compromised,1,0.17582587378782
84,host_020,0.702288369072252,0.8784756001797064,compromised,1,0.297711630927748
84,host_021,0.8789999999999999,0.5322285197808092,compromised,1,0.12100000000000011
84,host_022,0.7825028999999998,0.7555708751486898,compromised,1,0.21749710000000022
84,host_023,0.9189999999999999,0.40569298829381,compromised,1,0.08100000000000007
84,host_024,0.6315099999999997,0.9495056146475866,compromised,1,0.3684900000000003
84,host_025,0.9189999999999999,0.40569298829381,compromised,1,0.08100000000000007
84,host_026,0.6715099999999997,0.9133761685283701,compromised,1,0.3284900000000003
84,host_027,0.587995935250339,0.9775408145645939,compromised,1,0.412004064749661
84,host_028,0.9189999999999999,0.40569298829381,compromised,1,0.08100000000000007
84,host_029,0.5307950435737213,0.9972619518449956,compromised,1,0.4692049564262787
84,host_030,0.8789999999999999,0.5322285197808092,compromised,1,0.12100000000000011
84,host_031,0.5033068999999996,0.9999684463339308,compromised,1,0.49669310000000044
84,host_032,0.959,0.24685851466035832,compromised,1,0.041000000000000036
84,host_033,0.001,0.011407757737461138,benign,0,0.001
84,host_034,0.5536519972419629,0.9916782857339572,compromised,1,0.4463480027580371
84,host_035,0.8279128581966423,0.6624570774177758,compromised,1,0.1720871418033577
84,host_036,0.9099099999999999,0.43677015401094693,compromised,1,0.09009000000000011
84,host_037,0.05,0.28639695711595625,benign,0,0.05
84,host_038,0.7119099999999997,0.8662411756648105,compromised,1,0.2880900000000003
84,host_039,0.28217314128087856,0.8583949966429966,compromised,1,0.7178268587191214
84,host_040,0.7421068999999998,0.8235503595019857,compromised,1,0.2578931000000002
84,host_041,0.8389999999999999,0.6366965139166224,compromised,1,0.16100000000000014
84,host_042,0.4826111699253111,0.9991273645722885,compromised,1,0.5173888300746889
84,host_043,0.2950900926899997,0.8752059968713903,compromised,1,0.7049099073100002
84,host_044,0.7899099999999998,0.7416547364147539,compromised,1,0.21009000000000022
84,host_045,0.959,0.24685851466035832,compromised,1,0.041000000000000036
84,host_046,0.8025033196663817,0.716893114024922,compromised,1,0.19749668033361834
84,host_047,0.7503099999999998,0.8107864162673097,compromised,1,0.2496900000000002
84,host_048,0.8712339576762483,0.5540443137618882,compromised,1,0.12876604232375166
84,host_049,0.7515099999999998,0.8088760472969159,compromised,1,0.2484900000000002
85,host_000,0.8389999999999999,0.6366965139166224,compromised,1,0.16100000000000014
85,host_001,0.9189999999999999,0.40569298829381,compromised,1,0.08100000000000007
85,host_002,0.9189999999999999,0.40569298829381,compromised,1,0.08100000000000007
85,host_003,0.8789999999999999,0.5322285197808092,compromised,1,0.12100000000000011
85,host_004,0.8389999999999999,0.6366965139166224,compromised,1,0.16100000000000014
85,host_005,0.7523038992065106,0.8076060678846191,compromised,1,0.24769610079348936
85,host_006,0.7040988999999997,0.8762225722049595,compromised,1,0.29590110000000025
85,host_007,0.09437955401994685,0.45092167235595404,compromised,1,0.9056204459800532
85,host_008,0.46768689999999963,0.9969851584431357,compromised,1,0.5323131000000003
85,host_009,0.001,0.011407757737461138,benign,0,0.001
85,host_010,0.7989999999999998,0.7239235920856693,compromised,1,0.20100000000000018
85,host_011,0.9189999999999999,0.40569298829381,compromised,1,0.08100000000000007
85,host_012,0.9189999999999999,0.40569298829381,compromised,1,0.08100000000000007
85,host_013,0.7503099999999998,0.8107864162673097,compromised,1,0.2496900000000002
85,host_014,0.7899099999999998,0.7416547364147539,compromised,1,0.21009000000000022
85,host_015,0.8389999999999999,0.6366965139166224,compromised,1,0.16100000000000014
85,host_016,0.8789999999999999,0.5322285197808092,compromised,1,0.12100000000000011
85,host_017,0.7503099999999998,0.8107864162673097,compromised,1,0.2496900000000002
85,host_018,0.8789999999999999,0.5322285197808092,compromised,1,0.12100000000000011
85,host_019,0.7764323849500582,0.7666285653149704,compromised,1,0.22356761504994183
85,host_020,0.8389999999999999,0.6366965139166224,compromised,1,0.16100000000000014
85,host_021,0.8789999999999999,0.5322285197808092,compromised,1,0.12100000000000011
85,host_022,0.6551778709999997,0.9293585725482172,compromised,1,0.3448221290000003
85,host_023,0.8303099999999999,0.6569951384702117,compromised,1,0.16969000000000012
85,host_024,0.7930514326620953,0.7356094071010671,compromised,1,0.20694856733790468
85,host_025,0.7903099999999998,0.7408897682982292,compromised,1,0.20969000000000015
85,host_026,0.5452948999999996,0.9940721295738695,compromised,1,0.4547051000000004
85,host_027,0.5026159758978356,0.9999802542337007,compromised,1,0.4973840241021644
85,host_028,0.8303099999999999,0.6569951384702117,compromised,1,0.16969000000000012
85,host_029,0.8049266950083538,0.7119645919582579,compromised,1,0.1950733049916462
85,host_030,0.6707099999999997,0.9141993240334992,compromised,1,0.3292900000000003
85,host_031,0.29877383099999966,0.8797868710344597,compromised,1,0.7012261690000003
85,host_032,0.8389999999999999,0.6366965139166224,compromised,1,0.16100000000000014
85,host_033,0.001,0.011407757737461138,benign,0,0.001
85,host_034,0.3886154772695433,0.9639002525442348,compromised,1,0.6113845227304566
85,host_035,0.999,0.011407757737461145,compromised,1,0.0010000000000000009
85,host_036,0.8389999999999999,0.6366965139166224,compromised,1,0.16100000000000014
85,host_037,0.05,0.28639695711595625,benign,0,0.05
85,host_038,0.959,0.24685851466035832,compromised,1,0.041000000000000036
85,host_039,0.4928915252418797,0.9998541951344337,compromised,1,0.5071084747581203
85,host_040,0.49518583099999963,0.9999331265222873,compromised,1,0.5048141690000003
85,host_041,0.6711099999999998,0.9137882691828436,compromised,1,0.32889000000000024
85,host_042,0.7755913496240723,0.7681362533428016,compromised,1,0.22440865037592772
85,host_043,0.5604120365091522,0.9894436670637847,compromised,1,0.43958796349084783
85,host_044,0.7825108999999998,0.7555560980779568,compromised,1,0.2174891000000002
85,host_045,0.9189999999999999,0.40569298829381,compromised,1,0.08100000000000007
